policy,seed,condition,detectedAt,missed,detectionRate,handoffAt,handoffRate,meanCappedS,rmseM,custodyPct,postTowerSamples,postTowerCustodySamples,falseConfirmations
"untrained","592095","haze",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592096","haze",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592097","haze","30","false","100","50","100","30","14.36967619942584","70.49180327868852","0","0","0"
"untrained","592098","glare","115","false","100","180","100","115","31.143582010758852","22.950819672131146","0","0","0"
"untrained","592099","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592100","clear","55","false","100","85","100","55","12.081643712120774","62.295081967213115","0","0","0"
"untrained","592101","clear","50","false","100","110","100","50","9.325681300497305","60.65573770491803","0","0","0"
"untrained","592102","clear",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592103","clear","90","false","100","165","100","90","14.456987224447925","39.34426229508197","0","0","0"
"untrained","592104","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592105","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592106","clear","85","false","100","105","100","85","12.806307904673302","50.81967213114754","0","0","0"
"untrained","592107","clear",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592108","haze",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592109","glare","175","false","100","275","100","175","64.14656387592316","9.836065573770492","0","0","0"
"untrained","592110","clear","120","false","100","150","100","120","11.805992754398211","50.81967213114754","0","0","0"
"untrained","592111","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592112","glare","265","false","100","290","100","265","59.795750916819564","4.918032786885246","0","0","0"
"untrained","592113","clear","105","false","100","170","100","105","12.737087303003781","27.86885245901639","0","0","0"
"untrained","592114","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592115","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592116","glare",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592117","clear",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592118","haze",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592119","clear",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592120","clear",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592121","clear","175","false","100","225","100","175","12.670380523443988","22.950819672131146","0","0","0"
"untrained","592122","haze",,"true","0",,"0","300",,"0","0","0","0"
"untrained","592123","haze","275","false","100",,"0","275","41.53087842746752","0","0","0","0"
"untrained","592124","haze","250","false","100","285","100","250","33.584557648143424","6.557377049180328","0","0","0"
"untrained","592125","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591926","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591927","glare","175","false","100","185","100","175","19.792373600353613","32.78688524590164","0","0","0"
"trained","591928","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591929","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591930","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591931","glare","60","false","100","165","100","60","46.69163820064773","19.672131147540984","0","0","0"
"trained","591932","glare","70","false","100","300","100","70","35.790615270198266","1.639344262295082","4","0","0"
"trained","591933","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591934","clear","190","false","100","215","100","190","30.996752210964047","19.672131147540984","0","0","0"
"trained","591935","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591936","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591937","clear","60","false","100","75","100","60","8.10867895328388","73.77049180327869","0","0","0"
"trained","591938","glare","65","false","100","250","100","65","28.616362903516563","9.836065573770492","0","0","0"
"trained","591939","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591940","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591941","clear","75","false","100",,"0","75","38.14780613025652","0","25","0","0"
"trained","591942","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591943","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591944","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591945","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591946","clear","225","false","100",,"0","225","29.79292642983819","0","0","0","0"
"trained","591947","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591948","clear","5","false","100","135","100","5","11.557666560040214","39.34426229508197","0","0","0"
"trained","591949","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591950","glare","130","false","100",,"0","130","54.18823722381522","0","19","0","0"
"trained","591951","haze",,"true","0",,"0","300","4929.991094748021","0","0","0","1"
"trained","591952","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591953","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591954","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591955","glare","70","false","100","115","100","70","31.807282069634745","44.26229508196721","25","21","0"
"trained","591956","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591957","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591958","haze","65","false","100","250","100","65","31.431537540096464","4.918032786885246","0","0","0"
"trained","591959","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591960","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591961","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591962","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591963","haze","70","false","100","105","100","70","14.767202196167181","49.18032786885246","0","0","0"
"trained","591964","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591965","haze","300","false","100",,"0","300","58.963551452729966","0","0","0","0"
"trained","591966","clear","55","false","100","225","100","55","7.288882646487557","14.754098360655737","0","0","0"
"trained","591967","clear","15","false","100","135","100","15","37.75991752839225","34.42622950819672","43","21","0"
"trained","591968","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591969","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591970","glare","115","false","100","215","100","115","62.18146114877374","16.39344262295082","1","0","0"
"trained","591971","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591972","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591973","clear","5","false","100","20","100","5","7.804721074696842","93.44262295081968","0","0","0"
"trained","591974","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591975","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591976","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591977","glare","175","false","100","190","100","175","52.36956677320013","27.86885245901639","0","0","0"
"trained","591978","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591979","glare","115","false","100","260","100","115","37.12897774030948","9.836065573770492","0","0","0"
"trained","591980","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591981","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591982","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591983","clear","240","false","100","275","100","240","46.68406551097367","9.836065573770492","0","0","0"
"trained","591984","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591985","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591986","clear","50","false","100","170","100","50","7.57029808886321","37.704918032786885","0","0","0"
"trained","591987","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591988","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591989","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591990","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","591991","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591992","glare",,"true","0",,"0","300","2551.077020514456","0","0","0","1"
"trained","591993","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591994","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591995","glare","110","false","100","190","100","110","47.50454730334352","24.59016393442623","28","15","0"
"trained","591996","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","591997","haze","60","false","100","210","100","60","17.262193775755275","14.754098360655737","0","0","0"
"trained","591998","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","591999","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592000","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592001","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592002","haze","105","false","100","245","100","105","17.62293599602235","13.114754098360656","0","0","0"
"trained","592003","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592004","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592005","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592006","clear","240","false","100",,"0","240","23.48124000281706","0","0","0","0"
"trained","592007","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592008","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592009","clear","55","false","100","95","100","55","13.205939529423045","50.81967213114754","0","0","0"
"trained","592010","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592011","glare","290","false","100",,"0","290","63.20267728354754","0","0","0","0"
"trained","592012","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592013","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592014","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592015","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592016","glare","15","false","100",,"0","15","245.5933647228794","0","29","0","0"
"trained","592017","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592018","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592019","haze","55","false","100",,"0","55","119.81039812143102","0","10","0","0"
"trained","592020","clear","120","false","100","145","100","120","12.967794815142078","37.704918032786885","0","0","0"
"trained","592021","haze","295","false","100",,"0","295","20.49357204942407","0","0","0","0"
"trained","592022","clear","40","false","100","130","100","40","16.191894849061846","47.540983606557376","0","0","0"
"trained","592023","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592024","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592025","glare","190","false","100",,"0","190","65.3130616214517","0","0","0","0"
"trained","592026","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592027","glare","70","false","100","155","100","70","33.55298823983842","36.0655737704918","0","0","0"
"trained","592028","clear","65","false","100","225","100","65","13.543181099753639","21.311475409836063","0","0","0"
"trained","592029","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592030","haze","110","false","100","290","100","110","22.92886413114038","4.918032786885246","0","0","0"
"trained","592031","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592032","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592033","clear","65","false","100",,"0","65","67.79678179252107","0","18","0","0"
"trained","592034","glare","135","false","100","185","100","135","39.461677110286416","32.78688524590164","0","0","0"
"trained","592035","haze","110","false","100","145","100","110","16.696467907757306","24.59016393442623","0","0","0"
"trained","592036","haze","120","false","100","240","100","120","65.62825281567574","9.836065573770492","0","0","0"
"trained","592037","haze","50","false","100","155","100","50","37.857873133689466","22.950819672131146","0","0","0"
"trained","592038","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592039","clear","55","false","100","105","100","55","19.455280312777106","59.01639344262295","0","0","0"
"trained","592040","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592041","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592042","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592043","clear","10","false","100","100","100","10","17.98666634727882","47.540983606557376","0","0","0"
"trained","592044","clear","55","false","100","135","100","55","19.72853791979506","49.18032786885246","0","0","0"
"trained","592045","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592046","clear","55","false","100","75","100","55","8.917584088897527","75.40983606557377","0","0","0"
"trained","592047","glare","130","false","100","155","100","130","17.39770239286486","14.754098360655737","0","0","0"
"trained","592048","clear","45","false","100","55","100","45","12.251799650631","77.04918032786885","0","0","0"
"trained","592049","clear","165","false","100","175","100","165","7.585098420170097","42.62295081967213","19","19","0"
"trained","592050","clear","20","false","100","235","100","20","24.602411612811043","22.950819672131146","27","0","0"
"trained","592051","haze","70","false","100","145","100","70","29.427293143285528","40.98360655737705","0","0","0"
"trained","592052","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592053","glare","50","false","100","220","100","50","28.64018003135709","4.918032786885246","0","0","0"
"trained","592054","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592055","clear","15","false","100",,"0","15","36.43083503249365","0","20","0","0"
"trained","592056","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592057","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592058","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592059","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592060","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592061","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592062","clear","300","false","100",,"0","300","20.6968887414982","0","0","0","0"
"trained","592063","haze","185","false","100","205","100","185","23.262067464822103","26.229508196721312","0","0","0"
"trained","592064","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592065","clear","20","false","100","145","100","20","10.505762085089444","29.508196721311474","0","0","0"
"trained","592066","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592067","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592068","glare","60","false","100","140","100","60","137.1021293287027","16.39344262295082","1","0","0"
"trained","592069","clear","110","false","100","165","100","110","27.680230126453647","36.0655737704918","2","0","0"
"trained","592070","glare","125","false","100","205","100","125","53.884589957610984","22.950819672131146","0","0","0"
"trained","592071","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592072","glare","55","false","100","100","100","55","35.03886162842624","42.62295081967213","0","0","0"
"trained","592073","clear","5","false","100","80","100","5","20.86799057979146","63.934426229508205","0","0","0"
"trained","592074","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592075","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592076","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592077","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592078","clear","60","false","100","85","100","60","16.540957448183658","62.295081967213115","0","0","0"
"trained","592079","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592080","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592081","glare","230","false","100",,"0","230","14.814250065626144","0","0","0","0"
"trained","592082","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592083","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592084","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592085","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592086","clear","175","false","100","190","100","175","9.624364496725685","37.704918032786885","0","0","0"
"trained","592087","glare","245","false","100",,"0","245","44.001379285493144","0","0","0","0"
"trained","592088","haze","255","false","100",,"0","255","147.57227378882874","0","5","0","0"
"trained","592089","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592090","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592091","clear","70","false","100","275","100","70","39.59953724437776","9.836065573770492","0","0","0"
"trained","592092","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592093","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592094","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592095","haze","65","false","100","280","100","65","66.53456222878044","8.19672131147541","0","0","0"
"trained","592096","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592097","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592098","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592099","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592100","clear","5","false","100","75","100","5","24.50551323996351","72.1311475409836","0","0","0"
"trained","592101","clear","195","false","100","220","100","195","16.121534456685772","24.59016393442623","0","0","0"
"trained","592102","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592103","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592104","glare","60","false","100","75","100","60","16.601762444571197","60.65573770491803","0","0","0"
"trained","592105","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592106","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592107","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592108","haze","60","false","100","170","100","60","58.257886680981635","9.836065573770492","0","0","0"
"trained","592109","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592110","clear","125","false","100","155","100","125","14.981801105341505","49.18032786885246","0","0","0"
"trained","592111","glare","120","false","100","260","100","120","54.07388564105892","8.19672131147541","0","0","0"
"trained","592112","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592113","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592114","glare","100","false","100","300","100","100","24.01248381658351","1.639344262295082","0","0","0"
"trained","592115","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592116","glare",,"true","0",,"0","300",,"0","0","0","0"
"trained","592117","clear","55","false","100","120","100","55","14.901060695446976","44.26229508196721","0","0","0"
"trained","592118","haze","55","false","100",,"0","55","100.86065265296718","0","35","0","0"
"trained","592119","clear",,"true","0",,"0","300",,"0","0","0","0"
"trained","592120","clear","240","false","100",,"0","240","28.113115971776242","0","0","0","0"
"trained","592121","clear","60","false","100","80","100","60","9.137159633852281","73.77049180327869","0","0","0"
"trained","592122","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592123","haze",,"true","0",,"0","300",,"0","0","0","0"
"trained","592124","haze","245","false","100","285","100","245","29.601547097230245","6.557377049180328","0","0","0"
"trained","592125","glare",,"true","0",,"0","300",,"0","0","0","0"
